datetime	c73159	c73160	c73163	c73164	c73165	c73166	c73167	c73168	c73169	c73170
2019-01-15 07:00:00	110	127	48	120	264	246	127	39	300	108
2019-01-15 08:00:00	84	148	60	116	293	262	207	121	358	109
2019-01-15 09:00:00	54	163	88	137	163	207	176	110	450	163
2019-01-15 10:00:00	64	132	106	180	249	256	152	146	439	213
2019-01-15 11:00:00	116	120	122	225	337	276	260	146	465	388
2019-01-15 12:00:00	103	111	129	184	335	388	204	163	474	301
2019-01-15 13:00:00	95	124	112	172	328	290	268	160	509	332
2019-01-15 14:00:00	135	117	123	244	410	285	257	161	476	447
2019-01-15 15:00:00	89	123	95	263	372	326	346	172	367	437
2019-01-15 16:00:00	243	177	128	195	348	418	347	333	294	401
2019-01-15 17:00:00	167	136	85	144	395	379	292	148	385	408
2019-01-15 18:00:00	224	139	72	87	448	368	202	135	390	351
2019-01-15 19:00:00	160	113	70	79	307	397	186	114	239	244
2019-01-15 20:00:00	91	106	48	51	295	304	100	113	77	192
2019-01-15 21:00:00	87	87	30	36	132	224	72	77	81	141
2019-01-15 22:00:00	46	36	14	16	161	117	37	21	89	99
2019-01-15 23:00:00	14	6	7	4	82	71	14	10	13	29
2019-01-16 00:00:00	12	6	6	1	39	43	10	0	10	16
2019-01-16 01:00:00	2	2	2	5	28	36	8	4	7	23
2019-01-16 02:00:00	0	0	2	3	31	10	0	2	10	6
2019-01-16 03:00:00	2	4	3	10	13	20	0	2	2	7
2019-01-16 04:00:00	13	9	15	5	68	20	4	6	8	3
2019-01-16 05:00:00	13	7	4	8	38	49	19	1	28	15
2019-01-16 06:00:00	54	47	15	21	101	64	46	33	86	71
2019-01-16 07:00:00	114	137	27	117	252	205	102	52	226	83
2019-01-16 08:00:00	103	223	43	130	292	234	193	62	382	154
2019-01-16 09:00:00	98	145	121	123	193	191	142	131	348	187
2019-01-16 10:00:00	53	126	81	129	309	227	150	161	380	216
2019-01-16 11:00:00	74	154	134	181	337	258	155	133	507	202
2019-01-16 12:00:00	110	176	124	175	339	404	270	167	477	430
2019-01-16 13:00:00	150	178	101	161	262	289	229	177	421	353
2019-01-16 14:00:00	152	130	89	277	333	276	307	193	402	420
2019-01-16 15:00:00	182	111	98	243	355	364	287	257	522	423
2019-01-16 16:00:00	187	176	103	208	441	341	338	221	337	527
2019-01-16 17:00:00	248	139	153	106	438	380	287	183	364	528
2019-01-16 18:00:00	205	172	52	51	370	505	244	168	258	463
2019-01-16 19:00:00	201	137	62	58	381	367	208	162	193	291
2019-01-16 20:00:00	144	79	54	83	319	324	98	96	171	193
2019-01-16 21:00:00	62	53	31	50	154	233	86	28	111	153
2019-01-16 22:00:00	50	43	25	28	142	142	58	36	83	59
2019-01-16 23:00:00	23	14	13	14	74	100	14	29	31	22
2019-01-17 00:00:00	15	16	7	6	58	60	18	6	22	39
2019-01-17 01:00:00	7	36	12	8	64	52	8	16	12	28
2019-01-17 02:00:00	8	7	6	12	117	47	11	7	6	17
2019-01-17 03:00:00	18	37	4	11	51	25	21	7	1	15
2019-01-17 04:00:00	3	19	5	15	111	43	18	15	15	8
2019-01-17 05:00:00	7	21	3	5	38	32	9	11	32	21
2019-01-17 06:00:00	56	62	10	31	141	86	48	29	113	80
2019-01-17 07:00:00	119	103	32	116	177	136	119	82	333	182
2019-01-17 08:00:00	128	134	62	111	272	229	176	72	344	308
2019-01-17 09:00:00	84	137	78	159	220	195	156	135	415	249
2019-01-17 10:00:00	104	91	79	136	256	197	153	105	373	235
2019-01-17 11:00:00	98	163	122	192	212	293	204	150	691	263
2019-01-17 12:00:00	144	109	103	179	295	304	249	182	403	468
2019-01-17 13:00:00	139	200	149	162	253	310	246	151	445	330
2019-01-17 14:00:00	192	97	113	227	294	316	361	209	427	322
2019-01-17 15:00:00	197	145	92	215	335	307	275	172	424	402
2019-01-17 16:00:00	261	126	99	185	345	405	317	176	518	381
2019-01-17 17:00:00	188	133	94	139	457	291	300	146	447	566
2019-01-17 18:00:00	208	90	82	82	399	340	226	154	480	345
2019-01-17 19:00:00	150	103	58	121	315	412	121	95	260	430
2019-01-17 20:00:00	145	73	40	60	305	487	113	87	278	322
2019-01-17 21:00:00	62	110	36	27	146	312	89	63	161	197
2019-01-17 22:00:00	63	12	8	19	190	237	57	33	77	71
2019-01-17 23:00:00	33	5	14	20	60	117	17	16	56	44
2019-01-18 00:00:00	21	2	9	3	127	83	19	15	12	33
2019-01-18 01:00:00	8	10	7	4	75	59	10	4	4	22
2019-01-18 02:00:00	13	2	6	18	96	7	5	2	12	19
2019-01-18 03:00:00	8	2	15	6	95	15	0	4	5	27
2019-01-18 04:00:00	21	8	4	7	58	24	17	18	25	22
2019-01-18 05:00:00	9	31	7	6	42	37	18	8	25	24
2019-01-18 06:00:00	49	45	11	35	91	61	59	41	130	127
2019-01-18 07:00:00	116	167	42	101	215	244	100	47	371	133
2019-01-18 08:00:00	154	106	72	135	305	248	241	99	356	134
2019-01-18 09:00:00	63	159	82	154	249	263	147	124	402	203
2019-01-18 10:00:00	77	169	62	153	407	289	258	213	407	328
2019-01-18 11:00:00	102	162	102	193	265	262	282	205	440	362
2019-01-18 12:00:00	108	156	144	160	316	326	247	196	416	374
2019-01-18 13:00:00	133	109	84	229	305	325	307	168	618	474
2019-01-18 14:00:00	214	116	97	221	352	314	329	184	539	423
2019-01-18 15:00:00	165	221	127	227	346	280	355	180	613	517
2019-01-18 16:00:00	85	109	67	176	448	326	290	299	343	714
2019-01-18 17:00:00	145	175	70	105	438	445	218	240	511	457
2019-01-18 18:00:00	161	157	68	107	447	405	179	212	448	383
2019-01-18 19:00:00	94	151	41	61	472	358	188	192	272	416
2019-01-18 20:00:00	132	87	73	68	335	394	133	197	325	330
2019-01-18 21:00:00	76	177	43	40	339	345	138	97	220	264
2019-01-18 22:00:00	36	53	28	39	274	238	72	57	151	168
2019-01-18 23:00:00	55	28	28	31	257	250	94	77	180	188
2019-01-19 00:00:00	53	6	22	26	268	232	50	59	101	161
2019-01-19 01:00:00	20	2	18	24	154	200	66	27	130	105
2019-01-19 02:00:00	29	29	21	21	239	140	25	26	75	69
2019-01-19 03:00:00	2	14	32	13	202	137	15	12	60	138
2019-01-19 04:00:00	8	5	31	29	166	61	20	24	29	164
2019-01-19 05:00:00	16	4	5	8	66	36	10	5	19	23
2019-01-19 06:00:00	16	12	4	8	26	16	5	10	32	25
2019-01-19 07:00:00	9	16	1	9	78	72	10	30	60	39
2019-01-19 08:00:00	12	64	18	28	106	55	24	25	98	69
2019-01-19 09:00:00	22	50	16	50	142	82	56	49	238	103
2019-01-19 10:00:00	78	107	41	88	164	165	129	88	415	190
2019-01-19 11:00:00	133	119	54	65	270	210	222	156	517	268
2019-01-19 12:00:00	212	190	69	133	293	319	226	258	509	313
2019-01-19 13:00:00	208	226	113	124	290	299	314	351	445	370
2019-01-19 14:00:00	142	180	110	137	324	349	295	221	480	328
2019-01-19 15:00:00	129	212	145	117	317	325	263	172	389	430
2019-01-19 16:00:00	106	199	103	124	391	333	196	241	418	346
2019-01-19 17:00:00	114	151	125	85	313	514	183	238	363	512
2019-01-19 18:00:00	204	89	60	103	433	313	162	100	324	403
2019-01-19 19:00:00	93	70	69	124	343	385	195	173	229	263
2019-01-19 20:00:00	106	94	59	103	396	377	185	122	219	255
2019-01-19 21:00:00	79	224	56	87	407	323	92	123	251	269
2019-01-19 22:00:00	64	47	75	62	289	374	102	105	214	158
2019-01-19 23:00:00	82	36	72	55	264	430	114	82	196	174
2019-01-20 00:00:00	84	28	51	47	335	331	84	121	144	171
2019-01-20 01:00:00	58	30	50	36	362	227	82	68	149	174
2019-01-20 02:00:00	87	14	49	40	381	214	48	68	65	159
2019-01-20 03:00:00	42	14	54	32	316	183	16	43	30	156
2019-01-20 04:00:00	30	24	90	55	358	92	39	45	34	205
2019-01-20 05:00:00	9	6	13	6	126	33	24	6	23	74
2019-01-20 06:00:00	14	2	5	2	62	20	8	19	23	17
2019-01-20 07:00:00	7	12	4	3	35	22	17	15	14	16
2019-01-20 08:00:00	44	32	6	22	45	33	6	17	44	83
2019-01-20 09:00:00	66	53	8	27	48	43	25	25	113	86
2019-01-20 10:00:00	55	54	27	30	149	80	59	29	180	132
2019-01-20 11:00:00	79	154	30	41	158	121	102	48	233	171
2019-01-20 12:00:00	98	275	34	86	216	183	179	80	324	205
2019-01-20 13:00:00	303	305	56	91	268	176	124	98	374	208
2019-01-20 14:00:00	476	221	71	74	258	251	173	189	423	319
2019-01-20 15:00:00	175	186	50	61	247	232	70	155	297	384
2019-01-20 16:00:00	113	145	41	47	303	300	161	171	278	324
2019-01-20 17:00:00	134	89	42	36	378	319	183	208	261	331
2019-01-20 18:00:00	104	120	33	41	303	239	113	105	266	230
2019-01-20 19:00:00	65	86	19	41	199	251	94	79	171	220
2019-01-20 20:00:00	96	58	10	37	186	230	97	57	132	142
2019-01-20 21:00:00	15	36	12	24	105	154	35	20	105	86
2019-01-20 22:00:00	25	19	15	10	81	73	32	24	66	43
2019-01-20 23:00:00	10	6	14	5	67	80	8	4	39	45
2019-01-21 00:00:00	2	2	13	5	51	27	8	4	17	11
2019-01-21 01:00:00	5	6	4	0	20	27	1	7	12	11
2019-01-21 02:00:00	0	2	14	1	22	8	1	2	6	11
2019-01-21 03:00:00	0	4	1	6	19	2	0	6	2	5
2019-01-21 04:00:00	5	8	3	3	27	9	2	12	26	18
2019-01-21 05:00:00	5	13	4	12	44	28	23	2	34	27
2019-01-21 06:00:00	33	64	15	43	81	67	33	26	112	92
2019-01-21 07:00:00	65	109	53	115	160	183	97	50	242	135
2019-01-21 08:00:00	57	169	78	111	194	225	121	97	371	193
2019-01-21 09:00:00	49	136	76	140	208	174	114	119	474	143
2019-01-21 10:00:00	49	104	55	104	309	382	159	126	562	364
2019-01-21 11:00:00	46	101	115	167	217	225	237	114	514	197
2019-01-21 12:00:00	98	168	84	172	209	301	253	158	489	237
2019-01-21 13:00:00	191	200	127	200	308	256	231	106	498	354
2019-01-21 14:00:00	269	201	118	225	322	296	264	157	411	412
2019-01-21 15:00:00	136	242	111	190	306	328	214	170	422	540
2019-01-21 16:00:00	94	159	88	183	341	290	254	190	346	610
2019-01-21 17:00:00	172	118	115	112	323	378	257	167	422	557
2019-01-21 18:00:00	161	137	61	68	335	375	137	146	262	415
2019-01-21 19:00:00	71	103	57	66	353	401	103	78	258	288
2019-01-21 20:00:00	50	52	39	48	307	248	77	66	100	265
